title,url,set,indegree,outdegree,pagerank
Flag on the Moon,http://spaceflight.nasa.gov/mars/reference/flag/flag.html,[O],5,0,0.0007719451270510472
Empty title field,http://www.business.uab.edu/cache/debunking.htm,[O],15,0,0.000764294979173927
Empty title field,http://www.geocities.com/CapeCanaveral/Lab/1917/proof.html,[R],4,0,0.0007593565327686516
Patriotic Posters,http://patriotic-posters.com,[O],16,0,0.0007580413238627197
AToZGrants.Com,http://www.atozgrants.com,[O],5,0,0.0007524848179201074
Die Burger,http://www.dieburger.com,[O],3,0,0.000748400365630713
ARTICLE IN PROGRESS: Article Content Primer,http://www.strw.leidenuniv.nl/~vdmeulen/deeper/InProgress/ContentPrimer.html,[O],6,0,0.0007455025886582123
"ARTICLE IN PROGRESS: Template For PGG Articles, Title Of The Article About",http://www.strw.leidenuniv.nl/~vdmeulen/deeper/InProgress/TEMPLATE.NEW.html,[O],6,0,0.0007455025886582123
mozilla.org,http://www.mozilla.org,[O],8,0,0.0007348245978001553
NASA History Home Page,http://www.hq.nasa.gov/office/pao/History/history.html,[O],10,0,0.0007321031111256203
New Science: The Moon Landing Hoax (03/30/01),http://kids.msfc.nasa.gov/News/2001/News-MoonLanding.asp,[R],2,0,0.0007312614259597807
Yahoo! Companion,http://sg.companion.yahoo.com,[O],3,0,0.0007312614259597807
Testing JavaScript,http://wire.ap.org,[O],10,0,0.0007312614259597807
Team Scandinavia - DF2 World League,http://www.nordesjo.com/arktos/scandinavia,[O],4,0,0.0007312614259597807
Marijuana Growing @ Overgrow,http://www.overgrow.com,[O],2,0,0.0007312614259597807
Empty title field,http://spacelink.nasa.gov,[O],11,0,0.0007298499838692333
We never landed on the moon!,http://www.cen.uiuc.edu/~akapadia/moon.html,[R],11,8,0.0007216560141489779
"Welcome To Newsphotos - Browse news photography from our galleries, purchase online.  You can send your request for photo searches to our friendly staff",http://www.newsphotos.com.au,[O],8,0,0.0007205964138683367
The Moon,http://nssdc.gsfc.nasa.gov/planetary/planets/moonpage.html,[I],8,0,0.0007198225762332284
Battle Field Cafe @ www.ezboard.com,http://pub144.ezboard.com/bbattlefieldcafe,[O],1,0,0.0007175502742230348
Asymmetrical Information,http://www.janegalt.net,[O],27,2,0.0007155019437248607
Apollo Lunar Surface Journal,http://www.hq.nasa.gov/office/pao/History/alsj,[O],13,2,0.0007122671740117079
Secret NASA Tranmissions,http://www.ufomag.co.uk/NWSuperstorevideoSNT.htm,[O],7,0,0.0007084095063985374
Amazon.com: DVD: A Funny Thing Happened On The Way To The Moon,http://www.amazon.com/exec/obidos/tg/detail/-/B000059MCV/qid=1044551144/sr=8-1/ref=sr_8_1/102-6644283-3675361?v=glance&amp;s=dvd&amp;n=507846,[O],2,0,0.0007069679879781877
zz,http://theufostore.com/Merchant2/merchant.mv?Screen=SFNT&amp;Store_Code=T&amp;Affiliate=moonmovie,[O],2,0,0.0007069679879781877
NASA's Marshall Space Flight Center,http://www.msfc.nasa.gov,[O],16,2,0.0007066823656881791
The Moon,http://www.solarviews.com/eng/moon.htm,[O],4,0,0.0007050944367023986
"Matt's Script Archive, Inc.",http://www.worldwidemart.com/scripts,[O],5,0,0.0007025926541465847
Yahoo! Asia Terms of Service,http://asia.docs.yahoo.com/info/terms,[O],1,1,0.0006943514576096892
Contact Light / The Project Apollo Archive,http://www.retroweb.com/apollo.html,[O],10,0,0.0006942476064908061
The Moon Landings Were NOT Faked,http://pirlwww.lpl.arizona.edu/~jscotti/NOT_faked,[I],24,17,0.0006925415930314966
Apollo 11 - 25 years later,http://nssdc.gsfc.nasa.gov/planetary/lunar/apollo11.html,[I],14,3,0.0006918748482745878
Empty title field,http://a.tribalfusion.com/i.click?site=CamcorderInfocom&adSpace=ROS&size=160x600&requestID=249139538,[O],12,0,0.0006912705667276051
Space Toys Space Exploration from Apollo to the Space Station,http://www.spacetoys.com,[O],5,0,0.00068902937762129
The Project Apollo Archive,http://www.apolloarchive.com,[O],12,0,0.0006884904460943312
Clavius Moon Base - debunking the moon hoax,http://www.clavius.org,[O],14,1,0.0006882932732978882
THE CYBER MONASTERY,http://www.cybermonk.150m.com,[I],5,0,0.0006855575868372943
Empty title field,http://everythingspace.mail.everyone.net/email/scripts/joinuser.pl,[O],13,0,0.0006818018983733252
Where No Man Has Gone Before:  A History of Apollo Lunar Exploration Missions,http://www.hq.nasa.gov/office/pao/History/SP-4214/cover.html,[O],10,0,0.0006749753085257243
The Nine Planets,http://seds.lpl.arizona.edu/nineplanets/nineplanets,[O],5,0,0.0006708574218286284
Earth,http://seds.lpl.arizona.edu/nineplanets/nineplanets/earth.html,[O],7,1,0.000666153336380256
The Apollo Spacecraft - A Chronology.,http://www.hq.nasa.gov/office/pao/History/SP-4009/cover.htm,[O],12,0,0.0006660880166282924
NASA Headquarters,http://www.hq.nasa.gov,[O],13,1,0.0006653619890701834
"Poster-Posters.com, Posters and Art Prints",http://poster-posters.com,[O],17,0,0.0006652577215027964
PHP: Hypertext Preprocessor,http://www.php.net,[O],9,0,0.0006652389138990758
sutherland studios - fine art and puzzles,http://sutherland-studios.com.au,[O],2,0,0.0006631953512666493
"HighWired Internet Innovations: e-commerce,web design,webpage,html,website,web,cgi,perl,programming,vancouver,international",http://www.getscript.com,[O],3,0,0.0006627056672760512
Barnes&nbsp;&amp;&nbsp;Noble.com Help Desk,http://service.bfast.com/bfast/click?bfmid=2181&sourceid=35711788&categoryid=bn_freeship,[O],2,0,0.0006627056672760512
The Apollo Program (1963 - 1972),http://nssdc.gsfc.nasa.gov/planetary/lunar/apollo.html,[I],23,14,0.0006608976719011107
"Where Were You July 20, 1969?",http://www.wherewereyou.com,[O],7,0,0.0006598332758247929
Empty title field,http://www.adreporting.com/dir.php?a=669219&p=166&w=i_1340,[O],6,0,0.0006582606118601462
Lycos Online Media Kit,http://advertising.lycos.com/contactus.html,[O],4,0,0.000658247932885999
Thairing Top 100,http://www.thairing.de/top_sites/index.shtml,[O],3,0,0.0006534789153147236
AllPosters.com - The World's Largest Poster and Print Store!,http://affiliates.allposters.com/link/redirect.asp?aid=70262,[O],16,0,0.000649031923419235
Lunar Exploration Timeline,http://nssdc.gsfc.nasa.gov/planetary/lunar/lunartimeline.html,[O],7,0,0.0006474575694801869
PriceGrabber.com - The Smart Place to Start Your Shopping,http://camcorderinfo.pricegrabber.com/search_attrib.php/page_id=47,[O],11,0,0.0006455667276051188
PriceGrabber.com - The Smart Place to Start Your Shopping,http://camcorderinfo.pricegrabber.com/search_getprod.php/masterid=579660,[O],11,0,0.0006455667276051188
PriceGrabber.com - The Smart Place to Start Your Shopping,http://camcorderinfo.pricegrabber.com/search_getprod.php/masterid=561528,[O],11,0,0.0006455667276051188
PriceGrabber.com - The Smart Place to Start Your Shopping,http://camcorderinfo.pricegrabber.com/search_getprod.php/masterid=553916,[O],11,0,0.0006455667276051188
PriceGrabber.com - The Smart Place to Start Your Shopping,http://camcorderinfo.pricegrabber.com/search_getprod.php/masterid=588861,[O],11,0,0.0006455667276051188
Yahoo! Directory,http://us.rd.yahoo.com/dir/yahoo/*http://dir.yahoo.com,[O],4,0,0.0006450904695453528
Yahoo!,http://us.rd.yahoo.com/dir/yahoo/*http://www.yahoo.com,[O],4,0,0.0006450904695453528
Yahoo! Help - &nbsp;,http://us.rd.yahoo.com/dir/help/*http://help.yahoo.com/help/us/dir,[O],4,0,0.0006450904695453528
The MOON Project: a mutual reality art experience by Benjamin Britton,http://www.moon.uc.edu,[O],4,0,0.0006419757116740663
Empty title field,http://www.apollohoax.com/forums/viewtopic.php?topic=64&amp;forum=13&amp;31,[O],19,1,0.0006404250457038391
Phil Plait's Bad Astronomy: Misconceptions,http://www.badastronomy.com/bad/misc/apollohoax.html,[I],16,19,0.000637688674891163
Luna Ticks,http://www.the-indigestible.com/specials/moon.htm,[O],10,0,0.0006375598161042118
Empty title field,http://media.fastclick.net/w/click.here?sid=5067&m=3&c=1,[O],1,0,0.0006352833638025594
Celebrity Posters,http://celebrity-posters.net,[O],16,0,0.0006335787823866278
What's Cool,http://home.netscape.com/netcenter/2000/july/0719_cool.html,[O],2,0,0.0006328100522060015
Did We Go? A Documentary Film by Aron Ranen,http://www.moonhoax.com,[O],6,0,0.0006297909675682729
InstaPundit.Com,http://www.instapundit.com,[O],24,8,0.0006280521075767015
MSN Terms of Use,http://g.msn.com/0nwenus0/AE/18 ,[O],7,0,0.000627382976000771
MSN Advertising,http://g.msn.com/0nwenus0/AE/19 ,[O],7,0,0.000627382976000771
MSN.com Privacy Statement,http://g.msn.com/0nwenus0/AE/20 ,[O],7,0,0.000627382976000771
GetnetWise | You're one click away,http://g.msn.com/0nwenus0/AE/21 ,[O],7,0,0.000627382976000771
ODP - Open Directory Project,http://dmoz.org,[O],4,0,0.0006273415608780413
TransOrbital's TrailBlazer Private space satellite First Orbital Mission to the Moon.,http://www.transorbital.net,[O],8,0,0.0006272026267455884
Welcome to the Center for Inquiry,http://www.Centerforinquiry.net,[O],2,0,0.0006238574040219379
Moonport: A History of Apollo Launch Facilities and Operations,http://www.hq.nasa.gov/office/pao/History/SP-4204/cover.html,[O],10,0,0.0006238552676890471
BsWorld --,http://www.freewebs.com/bsworld,[O],9,0,0.0006210825280752155
Teacher Created Materials: Quality Educational Products,http://www.buyteachercreated.com,[O],3,1,0.0006171422062340036
CareerOne.com.au - better jobs and employment opportunities throughout Australia and NZ (dailytelegraph),http://careerone.com.au/dailytelegraph,[O],6,0,0.0006170018281535649
Natural Born Killaz,http://www.nbkelite.com,[O],5,1,0.0006078610603290676
Crank Dot Net | Apollo program,http://www.crank.net/apollo.html,[I],8,0,0.0006070881255998565
Teacher Created Materials on the Web!,http://training.teachercreated.com,[O],2,1,0.0006068066054661791
Lunar Sample Facility Tour - Pristine Sample Laboratory Display Cabinet,http://curator.jsc.nasa.gov/curator/lunar/tour/Display.htm,[O],5,0,0.0006066941872413313
NASA Apollo moon hoax faked science physics,http://www.rene-r.com,[O],2,0,0.0006066145919893635
1stBlaze.com,http://search.targetwords.com/u.search?x=831|1||||graphics,[O],12,0,0.000604846589170075
1stBlaze.com,http://search.targetwords.com/u.search?x=831|1||||animation,[O],12,0,0.000604846589170075
INTERNET\WWWSITE\www\moon\moon.htm,http://www.grade-a.com/moon,[O],7,0,0.0006048413594652923
FREE Webhosting,http://www.glufon.com,[O],1,0,0.0006010054844606947
The Apollo Saturn Reference Page,http://www.apollosaturn.com,[O],22,2,0.0005951169859626554
"AOL Search: Results for ""moon landing true/false""",http://aolsearch.aol.com/dirsearch.adp?query=moon%20landing%20true/false,[R],1,0,0.0005941499085923218
Moon Landing Simulator for the HP-25,http://www.hpmuseum.org/software/25moonld.htm,[R],1,0,0.0005941499085923218
This is True by Randy Cassingham - Weird but True News from Around the World,http://www.thisistrue.com,[O],2,0,0.0005941499085923218
Daily Telegraph - Newsmotoring Home,http://newsmotoring.news.com.au/dailytelegraph,[O],5,0,0.0005941499085923218
National Air &amp; Space Museum Exhibitions,http://www.nasm.si.edu/nasm/NASMexh.html,[O],1,0,0.0005941499085923218
Testing JavaScript,http://wire.ap.org/?FRONTID=WORLD,[O],9,0,0.0005941499085923218
Testing JavaScript,http://wire.ap.org/?FRONTID=NATIONAL,[O],9,0,0.0005941499085923218
Testing JavaScript,http://wire.ap.org/?FRONTID=SPORTS,[O],9,0,0.0005941499085923218
Testing JavaScript,http://wire.ap.org/?FRONTID=BUSINESS,[O],9,0,0.0005941499085923218
Testing JavaScript,http://wire.ap.org/?FRONTID=ARTS,[O],9,0,0.0005941499085923218
Testing JavaScript,http://wire.ap.org/?FRONTID=SCIENCE,[O],9,0,0.0005941499085923218
Testing JavaScript,http://wire.ap.org/?MAIN=apollo1999,[O],9,0,0.0005941499085923218
MOON-&quot;Light&quot; Atlas - LUNAR MISSIONS,http://www.astrosurf.com/cidadao/moonlight_missions.htm,[O],1,0,0.0005941499085923218
Bruce's Home Page,http://brucebaugh.home.mindspring.com,[O],1,0,0.0005941499085923218
The Revisionist No. 1/2003,http://www.vho.org/tr/2003/1/1_03.html,[I],2,2,0.0005941499085923218
Sir Robert Hitcham's Primary School Web Site,http://www.hitchams.suffolk.sch.uk,[O],1,0,0.0005941499085923218
NOVA Online | To the Moon,http://www.pbs.org/wgbh/nova/tothemoon,[O],9,0,0.0005914015547525409
Welcome to MSN.com,http://g.msn.com/0nwenus0/AE/14,[O],6,0,0.0005905292148436572
MSN Shopping: Missing,http://www.eshop.msn.com/tracksponsor.aspx?p=6:21:1:0:1:0&amp;catspId=3011&amp;ptnrId=1&amp;ptnrData=0,[O],6,0,0.0005905292148436572
MAD Scientist: The Van Allen Belts and Travel to the Moon,http://spider.ipac.caltech.edu/staff/waw/mad/mad19.html,[O],7,0,0.0005848751005685187
Apollo Lunar Surface Journal,http://www.hq.nasa.gov/alsj,[O],18,2,0.0005841438814257374
ShopAETV.com - Product Detail,http://www.qksrv.net/click-310374-10273739?url=http%3A%2F%2Fstore.aetv.com%2Fhtml%2Fcatalog%2Fvp01.jhtml%3Fid%3D80984,[O],5,0,0.0005803819841179159
ServuStats.com,http://www.servustats.com/template.php?a=Orstio,[O],14,1,0.0005799523892287045
Empty title field,http://www.buildtraffic.com/indexnew.shtml,[O],14,1,0.0005799523892287045
John Fitzgerald Kennedy Library Home Page,http://www.cs.umb.edu/jfklibrary,[O],4,0,0.0005791294642857143
SkyScopes Space Exploration Information from Apollo to the Shuttle,http://www.skyscopes.com,[O],4,0,0.0005780496925378095
